x_coord,y_coord,Bent,Exotic,FR I,FR II,Point Source,S/Z shaped,Should be discarded,X-Shaped,typical,confidence,max_prob,num_labels
228.572,-83.293,0,0,0,0,0,0,0,0,0,0.47155327,0.47155327,0
228.583,-45.719,0,0,1,0,0,0,0,0,0,0.5166461,0.5166461,1
228.595,-45.716,0,0,0,0,1,0,0,0,0,0.64382124,0.64382124,1
228.598,-46.225,0,0,0,0,0,0,0,0,0,0.44705063,0.44705063,0
228.633,-46.776,0,0,0,0,0,0,0,0,0,0.49411488,0.49411488,0
228.643,-84.051,0,0,0,0,0,0,0,0,0,0.46878755,0.46878755,0
228.671,-45.918,0,0,0,0,0,0,0,0,0,0.4656262,0.4656262,0
228.705,-45.943,0,0,0,0,0,0,0,0,0,0.44812185,0.44812185,0
228.716,-84.126,0,0,0,1,0,0,0,0,0,0.5191755,0.5191755,1
228.724,-46.77,0,0,0,0,0,0,0,0,0,0.44093543,0.44093543,0
228.752,-46.921,0,0,0,0,1,0,0,0,0,0.68583524,0.68583524,1
228.759,-47.115,0,0,0,1,0,0,0,0,0,0.54121554,0.54121554,1
228.777,-45.972,0,0,0,0,1,0,0,0,0,0.6069158,0.6069158,1
228.802,-45.885,0,0,0,1,0,0,0,0,0,0.6392581,0.6392581,1
228.837,-45.941,0,0,0,1,0,0,0,0,0,0.6400884,0.6400884,1
228.854,-45.909,0,0,0,0,1,0,0,0,0,0.6287332,0.6287332,1
228.862,-46.13,0,0,0,0,0,0,0,0,0,0.47567347,0.47567347,0
228.871,-47.204,0,0,0,1,0,0,0,0,0,0.6597882,0.6597882,1
228.889,-47.024,0,0,0,0,0,0,0,0,0,0.4375586,0.4375586,0
228.931,-46.05,0,0,0,0,0,0,0,0,0,0.38805375,0.38805375,0
228.947,-46.72,0,0,0,0,0,0,0,0,0,0.49472,0.49472,0
228.948,-46.048,0,0,0,0,0,0,0,0,0,0.47430888,0.47430888,0
228.958,-46.164,0,0,0,0,0,0,0,0,0,0.46336377,0.46336377,0
228.964,-47.101,0,0,0,0,0,0,0,0,0,0.43941757,0.43941757,0
228.979,-45.696,0,0,0,0,0,0,0,0,0,0.43286058,0.43286058,0
228.985,-45.743,0,0,0,0,0,0,0,0,0,0.46636936,0.46636936,0
228.988,-45.868,0,0,0,1,0,0,0,0,0,0.5725709,0.5725709,1
228.993,-46.411,0,0,0,0,0,0,0,0,0,0.46738648,0.46738648,0
229.007,-46.394,0,0,0,1,0,0,0,0,0,0.507698,0.507698,1
229.015,-46.907,0,0,0,0,0,0,0,0,0,0.47009224,0.47009224,0
229.038,-46.48,0,0,0,0,1,0,0,0,0,0.6763695,0.6763695,1
229.06,-46.644,0,0,0,0,0,0,0,0,0,0.49338454,0.49338454,0
229.061,-45.859,0,0,0,0,1,0,0,0,0,0.51153356,0.51153356,1
229.109,-45.968,0,0,0,0,0,0,0,0,0,0.4701795,0.4701795,0
229.151,-46.97,0,0,0,0,0,0,0,0,0,0.4857337,0.4857337,0
229.154,-46.507,0,0,0,1,0,0,0,0,0,0.7025363,0.7025363,1
229.155,-46.335,0,0,0,0,0,0,0,0,0,0.46876678,0.46876678,0
229.172,-45.926,0,0,0,0,0,0,0,0,0,0.44680288,0.44680288,0
229.175,-46.97,0,0,0,1,0,0,0,0,0,0.64875317,0.64875317,1
229.199,-46.166,0,0,0,0,0,0,0,0,0,0.4260194,0.4260194,0
229.199,-46.27,0,0,0,0,0,0,0,0,0,0.47908878,0.47908878,0
229.21,-46.969,0,0,0,0,0,0,0,0,0,0.46242416,0.46242416,0
229.25,-46.6,0,0,0,0,0,0,0,0,0,0.45430788,0.45430788,0
229.303,-46.41,0,0,0,0,0,0,0,0,0,0.40986434,0.40986434,0
229.346,-46.491,0,0,0,1,0,0,0,0,0,0.6207986,0.6207986,1
229.392,-46.953,0,0,1,0,0,0,0,0,0,0.51720965,0.51720965,1
229.4,-45.973,0,0,0,1,0,0,0,0,0,0.6757604,0.6757604,1
229.418,-46.562,0,0,0,0,0,0,0,0,0,0.4583225,0.4583225,0
229.452,-46.835,0,0,0,1,0,0,0,0,0,0.6077363,0.6077363,1
229.469,-46.363,0,0,0,0,1,0,0,0,0,0.6223484,0.6223484,1
229.472,-45.653,0,0,0,0,0,0,0,0,0,0.47801757,0.47801757,0
229.49,-83.865,0,0,0,1,0,0,0,0,0,0.55520916,0.55520916,1
229.498,-46.97,0,0,0,0,0,0,0,0,0,0.42900264,0.42900264,0
229.506,-46.711,0,0,0,1,0,0,0,0,0,0.619896,0.619896,1
229.524,-46.289,0,0,0,1,0,0,0,0,0,0.55320966,0.55320966,1
229.533,-46.408,0,0,0,0,0,0,0,0,0,0.45675406,0.45675406,0
229.553,-46.329,0,0,0,0,0,0,0,0,0,0.4486788,0.4486788,0
229.554,-46.406,0,0,0,0,0,0,0,0,0,0.43984908,0.43984908,0
229.571,-46.403,0,0,0,0,0,0,0,0,0,0.46256652,0.46256652,0
229.6,-83.816,0,0,0,0,0,0,0,0,0,0.3989165,0.3989165,0
229.622,-46.181,0,0,0,1,0,0,0,0,0,0.63193077,0.63193077,1
229.638,-47.057,0,0,0,0,0,0,0,0,0,0.4654749,0.4654749,0
229.645,-46.05,0,0,0,0,0,0,0,0,0,0.45976916,0.45976916,0
229.67,-46.566,0,0,0,1,0,0,0,0,0,0.5418634,0.5418634,1
229.671,-46.354,0,0,0,0,0,0,0,0,0,0.43728447,0.43728447,0
229.691,-46.553,0,0,0,0,1,0,0,0,0,0.5458891,0.5458891,1
229.701,-46.18,0,0,0,0,0,0,0,0,0,0.4665226,0.4665226,0
229.702,-46.399,0,0,0,0,0,0,0,0,0,0.46857825,0.46857825,0
229.754,-45.682,0,0,0,1,0,0,0,0,0,0.543457,0.543457,1
229.763,-46.608,0,0,0,0,0,0,0,0,0,0.46095964,0.46095964,0
229.831,-45.797,0,0,0,1,0,0,0,0,0,0.7192233,0.7192233,1
229.879,-46.236,0,0,0,1,0,0,0,0,0,0.5328637,0.5328637,1
229.895,-46.866,0,0,1,0,0,0,0,0,0,0.5126815,0.5126815,1
229.901,-83.447,0,0,0,0,0,0,0,0,0,0.46457162,0.46457162,0
229.902,-46.68,0,0,0,1,0,0,0,0,0,0.6339118,0.6339118,1
229.91,-83.508,0,0,0,0,0,0,0,0,0,0.48809877,0.48809877,0
229.927,-46.954,0,0,0,0,0,0,0,0,0,0.46625736,0.46625736,0
229.971,-46.347,0,0,0,0,0,0,0,0,0,0.43497318,0.43497318,0
229.976,-46.585,0,0,0,0,1,0,0,0,0,0.59208834,0.59208834,1
229.987,-46.988,0,0,0,1,0,0,0,0,0,0.5618192,0.5618192,1
229.988,-46.15,0,0,1,0,0,0,0,0,0,0.500331,0.500331,1
23.017,-13.475,0,0,0,1,0,0,0,0,0,0.607621,0.607621,1
23.017,-13.563,0,0,0,1,0,0,0,0,0,0.5827081,0.5827081,1
23.019,-13.665,0,0,0,0,0,0,0,0,0,0.47953263,0.47953263,0
23.02,-13.625,0,0,0,0,0,0,0,0,0,0.4355732,0.4355732,0
23.134,-13.734,0,0,0,0,0,0,0,0,0,0.4860965,0.4860965,0
23.135,-13.865,0,0,0,1,0,0,0,0,0,0.5042321,0.5042321,1
23.141,-13.512,0,0,0,0,0,0,0,0,0,0.4285189,0.4285189,0
23.142,-13.229,0,0,0,0,1,0,0,0,0,0.6186593,0.6186593,1
23.154,-13.201,0,0,0,1,0,0,0,0,0,0.5098846,0.5098846,1
23.164,-13.91,0,0,0,0,1,0,0,0,0,0.5131219,0.5131219,1
23.168,-13.552,0,0,0,0,1,0,0,0,0,0.6685617,0.6685617,1
23.171,-13.318,0,0,0,1,0,0,0,0,0,0.5594688,0.5594688,1
23.187,-13.539,0,0,0,1,0,0,0,0,0,0.598127,0.598127,1
23.19,-13.522,0,0,0,1,0,0,0,0,0,0.52529156,0.52529156,1
23.221,-13.134,0,0,0,0,0,0,0,0,0,0.47780946,0.47780946,0
23.225,-13.659,0,0,0,0,0,0,0,0,0,0.46825755,0.46825755,0
23.23,-13.865,0,0,0,1,0,0,0,0,0,0.6008465,0.6008465,1
23.237,-14.015,0,0,1,0,0,0,0,0,0,0.5721176,0.5721176,1
23.258,-12.932,0,0,0,0,0,0,0,0,0,0.44652116,0.44652116,0
23.265,-14.018,0,0,0,0,0,0,0,0,0,0.44817746,0.44817746,0
23.281,-13.035,0,0,0,0,0,0,0,0,0,0.4621794,0.4621794,0
23.288,-14.035,0,0,0,1,0,0,0,0,0,0.521786,0.521786,1
23.294,-14.42,0,0,0,0,0,0,0,0,0,0.4366868,0.4366868,0
23.313,-13.129,0,0,0,1,0,0,0,0,0,0.509222,0.509222,1
23.326,-13.677,0,0,0,0,0,0,0,0,0,0.4923509,0.4923509,0
23.334,-14.32,0,0,0,0,0,0,0,0,0,0.4956036,0.4956036,0
23.347,-13.406,0,0,0,0,0,0,0,0,0,0.45792964,0.45792964,0
23.348,-13.366,0,0,0,0,1,0,0,0,0,0.56164867,0.56164867,1
23.361,-13.38,0,0,1,0,0,0,0,0,0,0.50474983,0.50474983,1
23.37,-13.208,0,0,0,0,1,0,0,0,0,0.53411543,0.53411543,1
23.416,-13.948,0,0,0,0,0,0,0,0,0,0.4943843,0.4943843,0
23.426,-14.317,0,0,0,0,0,0,0,0,0,0.44855067,0.44855067,0
23.49,-13.228,0,0,0,0,0,0,0,0,0,0.49049947,0.49049947,0
23.501,-13.292,0,0,0,0,0,0,0,0,0,0.43355107,0.43355107,0
23.546,-13.95,0,0,0,0,0,0,0,0,0,0.49394485,0.49394485,0
23.6,-13.586,0,0,0,0,0,0,0,0,0,0.46452257,0.46452257,0
23.631,-13.119,0,0,0,1,0,0,0,0,0,0.6358412,0.6358412,1
23.649,-13.362,0,0,1,0,0,0,0,0,0,0.5215417,0.5215417,1
230.078,-46.665,0,0,0,1,0,0,0,0,0,0.51323473,0.51323473,1
230.079,-46.879,0,0,1,0,0,0,0,0,0,0.55715245,0.55715245,1
230.095,-83.323,0,0,0,0,0,0,0,0,0,0.4337965,0.4337965,0
230.114,-46.243,0,0,0,0,1,0,0,0,0,0.601532,0.601532,1
230.142,-47.415,0,0,0,0,0,0,0,0,0,0.4749804,0.4749804,0
230.165,-45.873,0,0,0,0,0,0,0,0,0,0.49991393,0.49991393,0
230.176,-45.915,0,0,0,1,0,0,0,0,0,0.51299936,0.51299936,1
230.232,-45.903,0,0,0,1,0,0,0,0,0,0.50735873,0.50735873,1
230.234,-46.024,0,0,0,0,0,0,0,0,0,0.4799669,0.4799669,0
230.234,-46.531,0,0,0,1,0,0,0,0,0,0.5410427,0.5410427,1
230.38,-83.589,0,0,0,0,0,0,0,0,0,0.48144063,0.48144063,0
230.401,-47.226,0,0,0,0,0,0,0,0,0,0.48728368,0.48728368,0
230.412,-46.992,0,0,0,0,0,0,0,0,0,0.44668826,0.44668826,0
230.548,-46.584,0,0,0,0,0,0,0,0,0,0.39011207,0.39011207,0
230.551,-46.525,0,0,0,0,0,0,0,0,0,0.4385289,0.4385289,0
230.587,-46.948,0,0,0,1,0,0,0,0,0,0.5337529,0.5337529,1
230.592,-83.054,0,0,0,0,0,0,0,0,0,0.48085037,0.48085037,0
230.633,-46.677,0,0,0,0,0,0,0,0,0,0.45604482,0.45604482,0
230.641,-46.386,0,0,1,0,0,0,0,0,0,0.50408703,0.50408703,1
230.646,-46.435,0,0,0,1,0,0,0,0,0,0.63061106,0.63061106,1
230.649,-46.472,0,0,0,0,1,0,0,0,0,0.7233686,0.7233686,1
230.796,-46.559,0,0,0,1,0,0,0,0,0,0.6153383,0.6153383,1
230.798,-45.7,0,0,0,0,0,0,0,0,0,0.48173702,0.48173702,0
230.936,-45.702,0,0,0,0,0,0,0,0,0,0.4344388,0.4344388,0
231.174,-83.405,0,0,0,0,0,0,0,0,0,0.46309948,0.46309948,0
231.391,-83.645,0,0,0,0,0,0,0,0,0,0.49112883,0.49112883,0
231.589,-82.736,0,0,0,0,0,0,0,0,0,0.39916763,0.39916763,0
231.619,-83.773,0,0,0,0,0,0,0,0,0,0.47936285,0.47936285,0
231.726,-83.434,0,0,0,0,0,0,0,0,0,0.49431327,0.49431327,0
231.737,-82.912,0,0,0,0,0,0,0,0,0,0.45487213,0.45487213,0
232.067,-82.75,0,0,0,0,0,0,0,0,0,0.4782899,0.4782899,0
232.159,-82.985,0,0,0,1,0,0,0,0,0,0.59083235,0.59083235,1
232.315,-83.425,0,0,0,1,0,0,0,0,0,0.5782879,0.5782879,1
232.325,-83.336,0,0,0,1,0,0,0,0,0,0.5247034,0.5247034,1
232.325,-83.579,0,0,0,0,0,0,0,0,0,0.47079504,0.47079504,0
232.331,-83.962,0,0,0,1,0,0,0,0,0,0.6411133,0.6411133,1
232.349,-46.494,0,0,0,1,0,0,0,0,0,0.5227142,0.5227142,1
232.365,-83.984,0,0,0,1,0,0,0,0,0,0.5586587,0.5586587,1
232.494,-46.57,0,0,0,1,0,0,0,0,0,0.5506955,0.5506955,1
232.51,-47.441,0,0,0,0,0,0,0,0,0,0.39751273,0.39751273,0
232.512,-47.175,0,0,0,1,0,0,0,0,0,0.51422495,0.51422495,1
232.646,-83.402,0,0,0,0,0,0,0,0,0,0.4773198,0.4773198,0
232.701,-83.824,0,0,0,1,0,0,0,0,0,0.6004428,0.6004428,1
232.74,-47.115,0,0,0,1,0,0,0,0,0,0.6199761,0.6199761,1
232.745,-46.926,0,0,0,0,0,0,0,0,0,0.46289995,0.46289995,0
232.813,-46.591,0,0,0,0,0,0,0,0,0,0.47774392,0.47774392,0
232.815,-46.394,0,0,0,1,0,0,0,0,0,0.5608954,0.5608954,1
232.829,-47.874,0,0,0,0,0,0,0,0,0,0.49824995,0.49824995,0
232.833,-46.674,0,0,1,0,0,0,0,0,0,0.5028517,0.5028517,1
232.854,-47.523,0,0,0,1,0,0,0,0,0,0.5023317,0.5023317,1
232.886,-47.183,0,0,0,0,0,0,0,0,0,0.49763125,0.49763125,0
232.898,-46.372,0,0,0,0,0,0,0,0,0,0.4354405,0.4354405,0
232.916,-46.828,0,0,0,0,1,0,0,0,0,0.54491127,0.54491127,1
232.926,-46.425,0,0,0,0,1,0,0,0,0,0.5976867,0.5976867,1
232.957,-46.958,0,0,0,0,1,0,0,0,0,0.5866734,0.5866734,1
233.003,-46.927,0,0,0,0,1,0,0,0,0,0.60506564,0.60506564,1
233.063,-47.243,0,0,0,1,0,0,0,0,0,0.64164567,0.64164567,1
233.099,-46.063,0,0,0,1,0,0,0,0,0,0.5984536,0.5984536,1
233.12,-46.055,0,0,1,0,0,0,0,0,0,0.5006212,0.5006212,1
233.129,-46.961,0,0,0,1,0,0,0,0,0,0.51623285,0.51623285,1
233.133,-83.706,0,0,0,0,0,0,0,0,0,0.43999088,0.43999088,0
233.16,-46.363,0,0,0,0,0,0,0,0,0,0.48005557,0.48005557,0
233.179,-47.928,0,0,0,1,0,0,0,0,0,0.62668085,0.62668085,1
233.182,-47.142,0,0,0,0,0,0,0,0,0,0.4069806,0.4069806,0
233.191,-47.14,0,0,0,0,0,0,0,0,0,0.49797505,0.49797505,0
233.203,-46.333,0,0,0,0,0,0,0,0,0,0.47181657,0.47181657,0
233.221,-47.4,0,0,0,0,0,0,0,0,0,0.47338066,0.47338066,0
233.249,-83.902,0,0,0,1,0,0,0,0,0,0.5367491,0.5367491,1
233.252,-83.376,0,0,1,0,0,0,0,0,0,0.5013863,0.5013863,1
233.295,-46.666,0,0,0,0,0,0,0,0,0,0.47461504,0.47461504,0
233.296,-47.666,0,0,0,0,0,0,0,0,0,0.45549574,0.45549574,0
233.318,-83.766,0,0,0,0,0,0,0,0,0,0.44847545,0.44847545,0
233.344,-46.586,0,0,0,0,0,0,0,0,0,0.45841393,0.45841393,0
233.369,-47.057,0,0,0,1,0,0,0,0,0,0.52706885,0.52706885,1
233.404,-46.701,0,0,1,0,0,0,0,0,0,0.51469964,0.51469964,1
233.423,-83.205,0,0,0,0,1,0,0,0,0,0.5948772,0.5948772,1
233.439,-47.293,0,0,0,1,0,0,0,0,0,0.6001678,0.6001678,1
233.443,-47.551,0,0,0,0,0,0,0,0,0,0.46950662,0.46950662,0
233.445,-46.917,0,0,0,1,0,0,0,0,0,0.6059784,0.6059784,1
233.448,-46.311,0,0,0,1,0,0,0,0,0,0.6060224,0.6060224,1
233.454,-47.027,0,0,0,0,0,0,0,0,0,0.434373,0.434373,0
233.465,-47.481,0,0,0,0,0,0,0,0,0,0.4891377,0.4891377,0
233.47,-47.201,0,0,0,0,0,0,0,0,0,0.4475366,0.4475366,0
233.495,-47.269,0,0,0,0,0,0,0,0,0,0.46355808,0.46355808,0
233.524,-84.452,0,0,0,0,0,0,0,0,0,0.45446846,0.45446846,0
233.538,-83.067,0,0,0,0,0,0,0,0,0,0.44785383,0.44785383,0
233.551,-47.556,0,0,0,0,0,0,0,0,0,0.46074185,0.46074185,0
233.552,-47.131,0,0,0,0,1,0,0,0,0,0.54168016,0.54168016,1
233.557,-46.602,0,0,0,0,0,0,0,0,0,0.43358,0.43358,0
233.569,-47.768,0,0,0,1,0,0,0,0,0,0.6073274,0.6073274,1
233.58,-47.766,0,0,0,0,0,0,0,0,0,0.4126864,0.4126864,0
233.594,-47.051,0,0,0,0,0,0,0,0,0,0.4323267,0.4323267,0
233.595,-46.19,0,0,0,0,0,0,0,0,0,0.4529492,0.4529492,0
233.665,-46.804,0,0,0,1,0,0,0,0,0,0.5582576,0.5582576,1
233.676,-47.206,0,0,0,0,0,0,0,0,0,0.48164916,0.48164916,0
233.687,-47.768,0,0,0,0,0,0,0,0,0,0.46455774,0.46455774,0
233.695,-46.954,0,0,0,0,0,0,0,0,0,0.49170136,0.49170136,0
233.706,-47.117,0,0,0,0,0,0,0,0,0,0.4385121,0.4385121,0
233.716,-47.121,0,0,0,1,0,0,0,0,0,0.62238365,0.62238365,1
233.722,-47.044,0,0,0,1,0,0,0,0,0,0.502117,0.502117,1
233.734,-47.144,0,0,0,1,0,0,0,0,0,0.5096279,0.5096279,1
233.757,-46.441,0,0,0,0,0,0,0,0,0,0.48651865,0.48651865,0
233.777,-46.417,0,0,0,0,0,0,0,0,0,0.4586748,0.4586748,0
233.78,-83.722,0,0,0,1,0,0,0,0,0,0.59635854,0.59635854,1
233.8,-83.625,0,0,0,0,0,0,0,0,0,0.46430522,0.46430522,0
233.802,-46.956,0,0,0,1,0,0,0,0,0,0.618659,0.618659,1
233.809,-46.87,0,0,0,1,0,0,0,0,0,0.53778124,0.53778124,1
233.827,-47.051,0,0,0,1,0,0,0,0,0,0.59376115,0.59376115,1
233.874,-47.283,0,0,0,1,0,0,0,0,0,0.5932248,0.5932248,1
233.882,-83.955,0,0,0,1,0,0,0,0,0,0.5676036,0.5676036,1
233.903,-46.514,0,0,0,1,0,0,0,0,0,0.6001641,0.6001641,1
233.903,-46.595,0,0,0,1,0,0,0,0,0,0.5892896,0.5892896,1
233.97,-47.512,0,0,0,1,0,0,0,0,0,0.56330806,0.56330806,1
234.016,-83.502,0,0,0,0,0,0,0,0,0,0.49019998,0.49019998,0
234.036,-47.374,0,0,0,1,0,0,0,0,0,0.52764463,0.52764463,1
234.045,-47.055,0,0,1,0,0,0,0,0,0,0.52734685,0.52734685,1
234.049,-47.116,0,0,0,0,0,0,0,0,0,0.40049323,0.40049323,0
234.067,-47.132,0,0,0,1,0,0,0,0,0,0.58642733,0.58642733,1
234.078,-46.505,0,0,0,0,0,0,0,0,0,0.42548987,0.42548987,0
234.129,-46.301,0,0,0,0,0,0,0,0,0,0.4284384,0.4284384,0
234.173,-47.413,0,0,0,0,1,0,0,0,0,0.51068074,0.51068074,1
234.179,-46.224,0,0,0,0,0,0,0,0,0,0.4689089,0.4689089,0
234.224,-47.104,0,0,0,0,1,0,0,0,0,0.65748894,0.65748894,1
234.234,-47.278,0,0,0,0,0,0,0,0,0,0.4693138,0.4693138,0
234.248,-47.52,0,0,0,1,0,0,0,0,0,0.64318395,0.64318395,1
234.295,-47.714,0,0,0,1,0,0,0,0,0,0.61831844,0.61831844,1
234.344,-46.86,0,0,1,0,0,0,0,0,0,0.5247956,0.5247956,1
234.353,-84.178,1,0,0,0,0,0,0,0,0,0.50176567,0.50176567,1
234.363,-46.88,0,0,0,0,1,0,0,0,0,0.61949795,0.61949795,1
234.377,-46.799,0,0,0,1,0,0,0,0,0,0.54009676,0.54009676,1
234.421,-47.81,0,0,0,0,0,0,0,0,0,0.41635177,0.41635177,0
234.436,-83.197,0,0,0,1,0,0,0,0,0,0.65897286,0.65897286,1
234.462,-46.67,0,0,0,0,0,0,0,0,0,0.43441162,0.43441162,0
234.465,-46.606,0,0,0,0,1,0,0,0,0,0.5636465,0.5636465,1
234.466,-47.258,0,0,0,0,1,0,0,0,0,0.5030624,0.5030624,1
234.476,-46.907,0,0,0,0,1,0,0,0,0,0.6955473,0.6955473,1
234.477,-46.831,0,0,0,0,0,0,0,0,0,0.43395692,0.43395692,0
234.48,-46.49,0,0,0,0,0,0,0,0,0,0.45199803,0.45199803,0
234.502,-47.896,0,0,0,1,0,0,0,0,0,0.53594434,0.53594434,1
234.512,-47.178,0,0,1,0,0,0,0,0,0,0.5510115,0.5510115,1
234.536,-83.693,0,0,0,1,0,0,0,0,0,0.50849056,0.50849056,1
234.541,-82.69,0,0,0,0,1,0,0,0,0,0.6568658,0.6568658,1
234.549,-46.51,0,0,0,1,0,0,0,0,0,0.6544767,0.6544767,1
234.572,-46.891,0,0,0,0,0,0,0,0,0,0.4640495,0.4640495,0
234.606,-47.592,0,0,0,0,0,1,0,0,0,0.538356,0.538356,1
234.627,-47.025,0,0,0,0,0,0,0,0,0,0.41859385,0.41859385,0
234.71,-46.703,0,0,0,0,0,0,0,0,0,0.44819754,0.44819754,0
234.746,-83.169,0,0,0,0,0,0,0,0,0,0.4792686,0.4792686,0
234.748,-47.821,0,0,0,0,0,0,0,0,0,0.39381087,0.39381087,0
234.767,-82.99,0,0,0,0,0,0,0,0,0,0.45473793,0.45473793,0
234.779,-46.768,0,0,0,0,1,0,0,0,0,0.640754,0.640754,1
234.889,-46.51,0,0,1,0,0,0,0,0,0,0.5126408,0.5126408,1
234.895,-83.59,0,0,0,1,0,0,0,0,0,0.6531348,0.6531348,1
234.906,-46.985,0,0,1,0,0,0,0,0,0,0.502705,0.502705,1
234.911,-46.342,0,0,0,0,0,0,0,0,0,0.48309007,0.48309007,0
234.951,-83.619,0,0,0,0,0,0,0,0,0,0.47962075,0.47962075,0
234.961,-83.809,0,0,0,1,0,0,0,0,0,0.5233491,0.5233491,1
234.984,-47.525,0,0,0,0,0,0,0,0,0,0.44506583,0.44506583,0
235.051,-83.975,0,0,0,1,0,0,0,0,0,0.5952929,0.5952929,1
235.056,-47.425,0,0,0,1,0,0,0,0,0,0.5400901,0.5400901,1
235.08,-47.198,0,0,0,0,0,0,0,0,0,0.45321494,0.45321494,0
235.087,-47.182,0,0,0,0,0,0,0,0,0,0.42341238,0.42341238,0
235.091,-83.443,0,0,0,1,0,0,0,0,0,0.5082428,0.5082428,1
235.095,-83.382,0,0,0,1,0,0,0,0,0,0.6391621,0.6391621,1
235.118,-47.059,0,0,0,0,0,0,0,0,0,0.42337635,0.42337635,0
235.213,-83.226,0,0,0,0,0,0,0,0,0,0.46344087,0.46344087,0
235.221,-84.259,0,0,0,0,0,0,0,0,0,0.4530535,0.4530535,0
235.272,-82.8,0,0,0,1,0,0,0,0,0,0.5351087,0.5351087,1
235.292,-83.305,0,0,0,0,0,0,0,0,0,0.4475816,0.4475816,0
235.337,-83.231,0,0,1,0,0,0,0,0,0,0.51671594,0.51671594,1
235.357,-83.356,0,0,0,0,0,0,0,0,0,0.49090672,0.49090672,0
235.437,-83.477,0,0,0,1,0,0,0,0,0,0.52404857,0.52404857,1
235.504,-83.365,0,0,0,0,1,0,0,0,0,0.51890653,0.51890653,1
235.559,-83.252,0,0,0,0,0,0,0,0,0,0.4506419,0.4506419,0
235.613,-83.901,0,0,0,0,1,0,0,0,0,0.64804834,0.64804834,1
235.667,-84.388,0,0,0,0,0,0,0,0,1,0.5470374,0.5470374,1
235.773,-83.539,0,0,0,1,0,0,0,0,0,0.61796546,0.61796546,1
235.903,-83.588,0,0,0,1,0,0,0,0,0,0.5337403,0.5337403,1
235.923,-84.171,0,0,0,1,0,0,0,0,0,0.5233466,0.5233466,1
235.97,-83.586,0,0,0,1,0,0,0,0,0,0.6511498,0.6511498,1
236.077,-83.767,0,0,0,1,0,0,0,0,0,0.5764768,0.5764768,1
236.083,-83.644,0,0,0,0,0,0,0,0,0,0.49525374,0.49525374,0
236.299,-83.434,0,0,0,1,0,0,0,0,0,0.56460875,0.56460875,1
236.323,-83.042,0,0,0,0,0,0,0,0,0,0.45160878,0.45160878,0
236.381,-83.033,0,0,0,0,0,0,0,0,0,0.4860409,0.4860409,0
236.39,-83.659,0,0,0,0,0,0,0,0,0,0.46295473,0.46295473,0
236.427,-83.607,0,0,0,0,0,0,0,0,0,0.49135378,0.49135378,0
236.63,-83.574,0,0,0,0,1,0,0,0,0,0.6188462,0.6188462,1
236.656,-84.373,0,0,0,0,1,0,0,0,0,0.5108097,0.5108097,1
236.662,-83.672,0,0,1,0,0,0,0,0,0,0.5205192,0.5205192,1
236.76,-83.808,0,0,1,0,0,0,0,0,0,0.5359917,0.5359917,1
236.887,-83.646,0,0,0,1,0,0,0,0,0,0.5625942,0.5625942,1
236.996,-83.229,0,0,0,1,0,0,0,0,0,0.519206,0.519206,1
237.011,-76.094,0,0,0,0,1,0,0,0,0,0.6020098,0.6020098,1
237.045,-83.907,0,0,0,0,0,0,0,0,0,0.43160546,0.43160546,0
237.052,-75.534,0,0,0,0,0,0,0,0,0,0.49209797,0.49209797,0
237.056,-75.494,0,0,1,0,0,0,0,0,0,0.56987107,0.56987107,1
237.059,-83.57,0,0,0,0,0,0,0,0,0,0.46913266,0.46913266,0
237.079,-83.817,0,0,0,1,0,0,0,0,0,0.56024426,0.56024426,1
237.086,-75.675,0,0,0,0,0,0,0,0,0,0.3906901,0.3906901,0
237.118,-83.398,0,0,0,1,0,0,0,0,0,0.64863366,0.64863366,1
237.221,-83.573,0,0,0,1,0,0,0,0,0,0.51797086,0.51797086,1
237.265,-75.47,0,0,0,0,1,0,0,0,0,0.53674763,0.53674763,1
237.329,-75.659,0,0,0,0,0,0,0,0,0,0.43535277,0.43535277,0
237.354,-75.763,0,0,1,0,0,0,0,0,0,0.5214682,0.5214682,1
237.392,-76.177,0,0,0,1,0,0,0,0,0,0.6251482,0.6251482,1
237.412,-82.959,0,0,0,0,0,0,0,0,0,0.4359262,0.4359262,0
237.43,-83.457,0,0,0,1,0,0,0,0,0,0.5114241,0.5114241,1
237.457,-75.674,0,0,0,1,0,0,0,0,0,0.5836212,0.5836212,1
237.462,-83.253,0,0,0,1,0,0,0,0,0,0.6341369,0.6341369,1
237.583,-76.282,0,0,0,1,0,0,0,0,0,0.5010243,0.5010243,1
237.591,-75.387,0,0,0,0,0,0,0,0,0,0.3851214,0.3851214,0
237.599,-75.836,0,0,0,0,1,0,0,0,0,0.54688025,0.54688025,1
237.6,-83.198,0,0,0,1,0,0,0,0,0,0.5984709,0.5984709,1
237.603,-76.413,0,0,0,0,0,0,0,0,0,0.43471652,0.43471652,0
237.617,-75.821,0,0,0,0,0,0,0,0,0,0.42792347,0.42792347,0
237.645,-76.296,0,0,0,0,0,0,0,0,0,0.42244545,0.42244545,0
237.646,-83.558,0,0,1,0,0,0,0,0,0,0.5198466,0.5198466,1
237.658,-84.322,0,0,0,0,0,0,0,0,0,0.4196024,0.4196024,0
237.706,-83.504,0,0,0,1,0,0,0,0,0,0.580396,0.580396,1
237.73,-83.646,0,0,0,0,0,0,0,0,0,0.43388125,0.43388125,0
