x_coord,y_coord,Bent,Exotic,FR I,FR II,Point Source,S/Z shaped,Should be discarded,X-Shaped,typical
215.749,-53.804,0,0,0,0,1,0,0,0,0
215.75,-54.291,0,0,0,1,0,0,0,0,0
215.765,-54.248,0,0,0,0,0,0,0,0,0
215.77,-54.157,0,0,0,0,1,0,0,0,0
215.777,-53.648,0,0,0,0,0,0,0,0,0
215.788,-53.49,0,0,0,0,1,0,0,0,0
215.796,-55.114,0,0,0,0,0,0,0,0,0
215.8,-53.915,0,0,0,0,1,0,0,0,0
215.833,-54.732,0,0,0,1,0,0,0,0,0
215.835,-53.756,0,0,0,1,0,0,0,0,0
215.845,-55.045,0,0,0,0,0,0,0,0,0
215.852,-54.165,0,0,0,0,0,0,0,0,0
215.877,-55.153,0,0,0,0,0,0,0,0,0
215.885,-53.444,0,0,0,0,0,0,0,0,0
215.891,-54.216,0,0,0,1,0,0,0,0,0
215.902,-53.836,0,0,0,0,0,0,0,0,0
215.914,-54.219,0,0,0,1,0,0,0,0,0
215.915,-54.413,0,0,0,1,0,0,0,0,0
215.923,-54.197,0,0,0,1,0,0,0,0,0
215.93,-54.129,0,0,0,0,0,0,0,0,0
215.936,-54.644,0,0,0,0,0,0,0,0,0
215.94,-53.618,0,0,0,0,0,0,0,0,0
215.944,-54.197,0,0,0,0,0,0,0,0,0
215.95,-54.274,0,0,0,0,0,0,0,0,0
215.959,-53.941,0,0,0,1,0,0,0,0,0
215.963,-54.771,0,0,0,0,0,1,0,0,0
215.968,-53.702,0,0,0,1,0,0,0,0,0
215.974,-54.076,0,0,0,0,1,0,0,0,0
215.988,-53.912,0,0,0,1,0,0,0,0,0
215.998,-54.369,0,0,0,0,1,0,0,0,0
216.004,-54.239,0,0,0,1,0,0,0,0,0
216.007,-54.202,0,0,0,0,0,0,0,0,0
216.031,-54.099,0,0,0,1,0,0,0,0,0
216.053,-54.447,0,0,0,1,0,0,0,0,0
216.07,-54.275,0,0,0,0,1,0,0,0,0
216.077,-54.425,0,0,0,1,0,0,0,0,0
216.079,-54.916,0,0,0,0,0,0,0,0,0
216.093,-53.921,0,0,0,0,0,0,0,0,0
216.115,-53.911,0,0,0,0,0,0,0,1,0
216.127,-53.285,0,0,0,1,0,0,0,0,0
216.149,-53.715,0,0,0,1,0,0,0,0,0
216.217,-53.935,0,0,0,0,0,0,0,0,0
216.235,-54.128,0,0,0,0,0,0,0,0,0
216.241,-54.244,0,0,0,0,0,0,0,0,0
216.263,-53.88,0,0,0,0,0,0,0,0,0
216.269,-54.678,0,0,0,0,0,0,0,0,0
216.274,-54.207,0,0,0,0,0,0,0,0,0
216.305,-54.141,0,0,0,0,0,0,0,0,0
216.362,-54.531,0,0,0,0,0,0,0,0,0
216.374,-54.432,0,0,0,1,0,0,0,0,0
216.416,-53.972,0,0,0,1,0,0,0,0,0
216.444,-54.624,0,0,0,0,0,0,0,0,0
216.472,-54.16,0,0,0,1,0,0,0,0,0
216.491,-54.432,0,0,0,1,0,0,0,0,0
216.495,-53.789,0,0,0,0,0,0,0,0,0
216.498,-54.728,0,0,0,1,0,0,0,0,0
216.569,-54.255,0,0,0,1,0,0,0,0,0
216.609,-54.061,0,0,0,1,0,0,0,0,0
216.613,-53.732,0,0,0,0,0,0,0,0,1
216.627,-53.461,0,0,0,1,0,0,0,0,0
216.63,-53.861,0,0,0,0,0,0,0,0,0
216.689,-53.205,0,0,0,0,0,0,0,0,0
216.71,-54.671,0,0,0,0,0,0,0,0,0
216.757,-53.882,0,0,0,1,0,0,0,0,0
216.757,-54.243,0,0,0,1,0,0,0,0,0
216.801,-54.572,0,0,0,1,0,0,0,0,0
216.809,-53.646,0,0,0,1,0,0,0,0,0
216.818,-54.869,0,0,0,1,0,0,0,0,0
216.821,-53.331,0,0,0,0,0,0,0,0,0
216.821,-54.469,0,0,0,1,0,0,0,0,0
216.839,-55.117,0,0,0,0,0,0,0,0,0
216.842,-53.503,0,0,0,0,0,0,0,0,0
216.896,-54.017,0,0,0,0,0,0,0,0,0
216.959,-54.83,0,0,0,0,0,0,0,0,0
216.971,-54.232,0,0,0,0,0,0,0,0,0
216.976,-54.466,0,0,0,1,0,0,0,0,0
216.981,-53.355,0,0,0,0,0,0,0,0,0
217.156,-54.011,0,0,0,0,1,0,0,0,0
217.19,-54.054,0,0,0,0,0,0,0,0,0
217.192,-55.044,0,0,0,0,0,0,0,0,0
217.376,-53.407,0,0,0,0,0,0,0,0,0
217.424,-54.983,0,0,0,1,0,0,0,0,0
217.476,-53.46,0,0,0,1,0,0,0,0,0
217.546,-54.883,0,0,0,0,0,0,0,0,0
217.57,-54.188,0,0,1,0,0,0,0,0,0
217.592,-54.208,0,0,0,0,0,0,0,0,0
22.053,-1.596,0,0,1,0,0,0,0,0,0
22.121,-1.303,0,0,1,0,0,0,0,0,0
22.137,-1.306,0,0,1,0,0,0,0,0,0
22.203,-0.87,0,0,0,0,0,0,0,0,0
22.212,-13.511,0,0,0,0,0,0,0,0,0
22.219,-13.52,0,0,0,0,0,0,0,0,0
22.334,-14.058,0,0,0,0,0,0,0,0,0
22.383,-13.567,0,0,0,0,1,0,0,0,0
22.476,-13.412,0,0,0,0,0,0,0,0,0
22.48,-1.367,0,0,0,0,0,0,0,0,0
22.496,-13.142,0,0,0,0,0,0,0,0,0
22.505,-13.502,0,0,0,0,0,0,0,0,0
22.526,-12.946,0,0,0,1,0,0,0,0,0
22.57,-13.191,0,0,0,0,0,0,0,0,0
22.57,-13.867,0,0,0,0,0,0,0,0,0
22.57,-14.128,0,0,0,1,0,0,0,0,0
22.575,-14.359,0,0,0,0,0,0,0,0,0
22.616,-13.487,0,0,0,0,0,0,0,0,0
22.616,-13.571,0,0,0,1,0,0,0,0,0
22.63,-13.725,0,0,0,0,1,0,0,0,0
22.644,-14.123,0,0,0,0,0,0,0,0,0
22.648,-13.666,0,0,0,1,0,0,0,0,0
22.649,-13.604,0,0,0,0,0,0,0,0,0
22.649,-13.779,0,0,1,0,0,0,0,0,0
22.656,-13.572,0,0,0,0,0,0,0,0,0
22.686,-13.337,0,0,0,0,0,0,0,0,0
22.733,-13.612,0,0,0,1,0,0,0,0,0
22.742,-13.689,0,0,1,0,0,0,0,0,0
22.75,-13.442,0,0,0,0,1,0,0,0,0
22.757,-13.337,0,0,0,0,0,0,0,0,0
22.765,-13.541,0,0,0,1,0,0,0,0,0
22.766,-13.452,0,0,0,1,0,0,0,0,0
22.778,-13.054,0,0,0,0,0,0,0,0,0
22.78,-13.799,0,0,0,0,0,0,0,0,0
22.813,-13.756,0,0,0,0,0,0,0,0,0
22.824,-13.581,0,0,0,1,0,0,0,0,0
22.846,-13.759,0,0,0,0,0,0,0,0,0
22.851,-13.36,0,0,0,1,0,0,0,0,0
22.858,-13.279,0,0,0,0,0,0,0,0,0
22.872,-13.497,0,0,0,0,0,0,0,0,0
22.888,-13.473,0,0,1,0,0,0,0,0,0
22.895,-13.539,1,0,0,0,0,0,0,0,0
22.913,-13.794,0,0,0,1,0,0,0,0,0
22.922,-13.627,0,0,0,1,0,0,0,0,0
22.935,-13.678,0,0,0,0,0,0,0,0,0
22.953,-13.37,0,0,1,0,0,0,0,0,0
22.962,-13.56,0,0,1,0,0,0,0,0,0
22.972,-13.564,0,0,0,1,0,0,0,0,0
22.982,-13.641,0,0,0,0,0,0,0,0,0
22.99,-13.596,0,0,0,0,0,0,0,0,0
22.99,-14.334,0,0,0,0,0,0,0,0,0
22.993,-14.108,0,0,0,0,0,0,0,0,0
226.538,-83.392,0,0,0,1,0,0,0,0,0
226.561,-83.196,0,0,0,0,1,0,0,0,0
227.802,-83.328,0,0,0,1,0,0,0,0,0
228.185,-83.442,0,0,0,0,0,0,0,0,0
228.22,-46.64,0,0,0,0,1,0,0,0,0
228.287,-47.145,0,0,1,0,0,0,0,0,0
228.33,-45.856,0,0,1,0,0,0,0,0,0
228.346,-83.334,0,0,0,0,0,0,0,0,0
228.353,-84.046,0,0,0,0,0,0,0,0,0
228.383,-46.693,0,0,0,0,0,0,0,0,0
228.437,-46.781,0,0,0,0,0,0,0,0,0
228.462,-46.345,0,0,0,0,1,0,0,0,0
228.522,-46.27,0,0,0,0,1,0,0,0,0
228.567,-46.527,0,0,0,1,0,0,0,0,0
228.572,-83.293,0,0,0,0,0,0,0,0,0
228.583,-45.719,0,0,1,0,0,0,0,0,0
228.595,-45.716,0,0,0,0,1,0,0,0,0
228.598,-46.225,0,0,0,0,0,0,0,0,0
228.633,-46.776,0,0,0,0,0,0,0,0,0
228.643,-84.051,0,0,0,0,0,0,0,0,0
228.671,-45.918,0,0,0,0,0,0,0,0,0
228.705,-45.943,0,0,0,0,0,0,0,0,0
228.716,-84.126,0,0,0,1,0,0,0,0,0
228.724,-46.77,0,0,0,0,0,0,0,0,0
228.752,-46.921,0,0,0,0,1,0,0,0,0
228.759,-47.115,0,0,0,1,0,0,0,0,0
228.777,-45.972,0,0,0,0,1,0,0,0,0
228.802,-45.885,0,0,0,1,0,0,0,0,0
228.837,-45.941,0,0,0,1,0,0,0,0,0
228.854,-45.909,0,0,0,0,1,0,0,0,0
228.862,-46.13,0,0,0,0,0,0,0,0,0
228.871,-47.204,0,0,0,1,0,0,0,0,0
228.889,-47.024,0,0,0,0,0,0,0,0,0
228.931,-46.05,0,0,0,0,0,0,0,0,0
228.947,-46.72,0,0,0,0,0,0,0,0,0
228.948,-46.048,0,0,0,0,0,0,0,0,0
228.958,-46.164,0,0,0,0,0,0,0,0,0
228.964,-47.101,0,0,0,0,0,0,0,0,0
228.979,-45.696,0,0,0,0,0,0,0,0,0
228.985,-45.743,0,0,0,0,0,0,0,0,0
228.988,-45.868,0,0,0,1,0,0,0,0,0
228.993,-46.411,0,0,0,0,0,0,0,0,0
229.007,-46.394,0,0,0,1,0,0,0,0,0
229.015,-46.907,0,0,0,0,0,0,0,0,0
229.038,-46.48,0,0,0,0,1,0,0,0,0
229.06,-46.644,0,0,0,0,0,0,0,0,0
229.061,-45.859,0,0,0,0,1,0,0,0,0
229.109,-45.968,0,0,0,0,0,0,0,0,0
229.151,-46.97,0,0,0,0,0,0,0,0,0
229.154,-46.507,0,0,0,1,0,0,0,0,0
229.155,-46.335,0,0,0,0,0,0,0,0,0
229.172,-45.926,0,0,0,0,0,0,0,0,0
229.175,-46.97,0,0,0,1,0,0,0,0,0
229.199,-46.166,0,0,0,0,0,0,0,0,0
229.199,-46.27,0,0,0,0,0,0,0,0,0
229.21,-46.969,0,0,0,0,0,0,0,0,0
229.25,-46.6,0,0,0,0,0,0,0,0,0
229.303,-46.41,0,0,0,0,0,0,0,0,0
229.346,-46.491,0,0,0,1,0,0,0,0,0
229.392,-46.953,0,0,1,0,0,0,0,0,0
229.4,-45.973,0,0,0,1,0,0,0,0,0
229.418,-46.562,0,0,0,0,0,0,0,0,0
229.452,-46.835,0,0,0,1,0,0,0,0,0
229.469,-46.363,0,0,0,0,1,0,0,0,0
229.472,-45.653,0,0,0,0,0,0,0,0,0
229.49,-83.865,0,0,0,1,0,0,0,0,0
229.498,-46.97,0,0,0,0,0,0,0,0,0
229.506,-46.711,0,0,0,1,0,0,0,0,0
229.524,-46.289,0,0,0,1,0,0,0,0,0
229.533,-46.408,0,0,0,0,0,0,0,0,0
229.553,-46.329,0,0,0,0,0,0,0,0,0
229.554,-46.406,0,0,0,0,0,0,0,0,0
229.571,-46.403,0,0,0,0,0,0,0,0,0
229.6,-83.816,0,0,0,0,0,0,0,0,0
229.622,-46.181,0,0,0,1,0,0,0,0,0
229.638,-47.057,0,0,0,0,0,0,0,0,0
229.645,-46.05,0,0,0,0,0,0,0,0,0
229.67,-46.566,0,0,0,1,0,0,0,0,0
229.671,-46.354,0,0,0,0,0,0,0,0,0
229.691,-46.553,0,0,0,0,1,0,0,0,0
229.701,-46.18,0,0,0,0,0,0,0,0,0
229.702,-46.399,0,0,0,0,0,0,0,0,0
229.754,-45.682,0,0,0,1,0,0,0,0,0
229.763,-46.608,0,0,0,0,0,0,0,0,0
229.831,-45.797,0,0,0,1,0,0,0,0,0
229.879,-46.236,0,0,0,1,0,0,0,0,0
229.895,-46.866,0,0,1,0,0,0,0,0,0
229.901,-83.447,0,0,0,0,0,0,0,0,0
229.902,-46.68,0,0,0,1,0,0,0,0,0
229.91,-83.508,0,0,0,0,0,0,0,0,0
229.927,-46.954,0,0,0,0,0,0,0,0,0
229.971,-46.347,0,0,0,0,0,0,0,0,0
229.976,-46.585,0,0,0,0,1,0,0,0,0
229.987,-46.988,0,0,0,1,0,0,0,0,0
229.988,-46.15,0,0,1,0,0,0,0,0,0
23.017,-13.475,0,0,0,1,0,0,0,0,0
23.017,-13.563,0,0,0,1,0,0,0,0,0
23.019,-13.665,0,0,0,0,0,0,0,0,0
23.02,-13.625,0,0,0,0,0,0,0,0,0
23.134,-13.734,0,0,0,0,0,0,0,0,0
23.135,-13.865,0,0,0,1,0,0,0,0,0
23.141,-13.512,0,0,0,0,0,0,0,0,0
23.142,-13.229,0,0,0,0,1,0,0,0,0
23.154,-13.201,0,0,0,1,0,0,0,0,0
23.164,-13.91,0,0,0,0,1,0,0,0,0
23.168,-13.552,0,0,0,0,1,0,0,0,0
23.171,-13.318,0,0,0,1,0,0,0,0,0
23.187,-13.539,0,0,0,1,0,0,0,0,0
23.19,-13.522,0,0,0,1,0,0,0,0,0
23.221,-13.134,0,0,0,0,0,0,0,0,0
23.225,-13.659,0,0,0,0,0,0,0,0,0
23.23,-13.865,0,0,0,1,0,0,0,0,0
23.237,-14.015,0,0,1,0,0,0,0,0,0
23.258,-12.932,0,0,0,0,0,0,0,0,0
23.265,-14.018,0,0,0,0,0,0,0,0,0
23.281,-13.035,0,0,0,0,0,0,0,0,0
23.288,-14.035,0,0,0,1,0,0,0,0,0
23.294,-14.42,0,0,0,0,0,0,0,0,0
23.313,-13.129,0,0,0,1,0,0,0,0,0
23.326,-13.677,0,0,0,0,0,0,0,0,0
23.334,-14.32,0,0,0,0,0,0,0,0,0
23.347,-13.406,0,0,0,0,0,0,0,0,0
23.348,-13.366,0,0,0,0,1,0,0,0,0
23.361,-13.38,0,0,1,0,0,0,0,0,0
23.37,-13.208,0,0,0,0,1,0,0,0,0
23.416,-13.948,0,0,0,0,0,0,0,0,0
23.426,-14.317,0,0,0,0,0,0,0,0,0
23.49,-13.228,0,0,0,0,0,0,0,0,0
23.501,-13.292,0,0,0,0,0,0,0,0,0
23.546,-13.95,0,0,0,0,0,0,0,0,0
23.6,-13.586,0,0,0,0,0,0,0,0,0
23.631,-13.119,0,0,0,1,0,0,0,0,0
23.649,-13.362,0,0,1,0,0,0,0,0,0
230.078,-46.665,0,0,0,1,0,0,0,0,0
230.079,-46.879,0,0,1,0,0,0,0,0,0
230.095,-83.323,0,0,0,0,0,0,0,0,0
230.114,-46.243,0,0,0,0,1,0,0,0,0
230.142,-47.415,0,0,0,0,0,0,0,0,0
230.165,-45.873,0,0,0,0,0,0,0,0,0
230.176,-45.915,0,0,0,1,0,0,0,0,0
230.232,-45.903,0,0,0,1,0,0,0,0,0
230.234,-46.024,0,0,0,0,0,0,0,0,0
230.234,-46.531,0,0,0,1,0,0,0,0,0
230.38,-83.589,0,0,0,0,0,0,0,0,0
230.401,-47.226,0,0,0,0,0,0,0,0,0
230.412,-46.992,0,0,0,0,0,0,0,0,0
230.548,-46.584,0,0,0,0,0,0,0,0,0
230.551,-46.525,0,0,0,0,0,0,0,0,0
230.587,-46.948,0,0,0,1,0,0,0,0,0
230.592,-83.054,0,0,0,0,0,0,0,0,0
230.633,-46.677,0,0,0,0,0,0,0,0,0
230.641,-46.386,0,0,1,0,0,0,0,0,0
230.646,-46.435,0,0,0,1,0,0,0,0,0
230.649,-46.472,0,0,0,0,1,0,0,0,0
230.796,-46.559,0,0,0,1,0,0,0,0,0
230.798,-45.7,0,0,0,0,0,0,0,0,0
230.936,-45.702,0,0,0,0,0,0,0,0,0
231.174,-83.405,0,0,0,0,0,0,0,0,0
231.391,-83.645,0,0,0,0,0,0,0,0,0
231.589,-82.736,0,0,0,0,0,0,0,0,0
231.619,-83.773,0,0,0,0,0,0,0,0,0
231.726,-83.434,0,0,0,0,0,0,0,0,0
231.737,-82.912,0,0,0,0,0,0,0,0,0
232.067,-82.75,0,0,0,0,0,0,0,0,0
232.159,-82.985,0,0,0,1,0,0,0,0,0
232.315,-83.425,0,0,0,1,0,0,0,0,0
232.325,-83.336,0,0,0,1,0,0,0,0,0
232.325,-83.579,0,0,0,0,0,0,0,0,0
232.331,-83.962,0,0,0,1,0,0,0,0,0
232.349,-46.494,0,0,0,1,0,0,0,0,0
232.365,-83.984,0,0,0,1,0,0,0,0,0
232.494,-46.57,0,0,0,1,0,0,0,0,0
232.51,-47.441,0,0,0,0,0,0,0,0,0
232.512,-47.175,0,0,0,1,0,0,0,0,0
232.646,-83.402,0,0,0,0,0,0,0,0,0
232.701,-83.824,0,0,0,1,0,0,0,0,0
232.74,-47.115,0,0,0,1,0,0,0,0,0
232.745,-46.926,0,0,0,0,0,0,0,0,0
232.813,-46.591,0,0,0,0,0,0,0,0,0
232.815,-46.394,0,0,0,1,0,0,0,0,0
232.829,-47.874,0,0,0,0,0,0,0,0,0
232.833,-46.674,0,0,1,0,0,0,0,0,0
232.854,-47.523,0,0,0,1,0,0,0,0,0
232.886,-47.183,0,0,0,0,0,0,0,0,0
232.898,-46.372,0,0,0,0,0,0,0,0,0
232.916,-46.828,0,0,0,0,1,0,0,0,0
232.926,-46.425,0,0,0,0,1,0,0,0,0
232.957,-46.958,0,0,0,0,1,0,0,0,0
233.003,-46.927,0,0,0,0,1,0,0,0,0
233.063,-47.243,0,0,0,1,0,0,0,0,0
233.099,-46.063,0,0,0,1,0,0,0,0,0
233.12,-46.055,0,0,1,0,0,0,0,0,0
233.129,-46.961,0,0,0,1,0,0,0,0,0
233.133,-83.706,0,0,0,0,0,0,0,0,0
233.16,-46.363,0,0,0,0,0,0,0,0,0
233.179,-47.928,0,0,0,1,0,0,0,0,0
233.182,-47.142,0,0,0,0,0,0,0,0,0
233.191,-47.14,0,0,0,0,0,0,0,0,0
233.203,-46.333,0,0,0,0,0,0,0,0,0
233.221,-47.4,0,0,0,0,0,0,0,0,0
233.249,-83.902,0,0,0,1,0,0,0,0,0
233.252,-83.376,0,0,1,0,0,0,0,0,0
233.295,-46.666,0,0,0,0,0,0,0,0,0
233.296,-47.666,0,0,0,0,0,0,0,0,0
233.318,-83.766,0,0,0,0,0,0,0,0,0
233.344,-46.586,0,0,0,0,0,0,0,0,0
233.369,-47.057,0,0,0,1,0,0,0,0,0
233.404,-46.701,0,0,1,0,0,0,0,0,0
233.423,-83.205,0,0,0,0,1,0,0,0,0
233.439,-47.293,0,0,0,1,0,0,0,0,0
233.443,-47.551,0,0,0,0,0,0,0,0,0
233.445,-46.917,0,0,0,1,0,0,0,0,0
233.448,-46.311,0,0,0,1,0,0,0,0,0
233.454,-47.027,0,0,0,0,0,0,0,0,0
233.465,-47.481,0,0,0,0,0,0,0,0,0
233.47,-47.201,0,0,0,0,0,0,0,0,0
233.495,-47.269,0,0,0,0,0,0,0,0,0
233.524,-84.452,0,0,0,0,0,0,0,0,0
233.538,-83.067,0,0,0,0,0,0,0,0,0
233.551,-47.556,0,0,0,0,0,0,0,0,0
233.552,-47.131,0,0,0,0,1,0,0,0,0
233.557,-46.602,0,0,0,0,0,0,0,0,0
233.569,-47.768,0,0,0,1,0,0,0,0,0
233.58,-47.766,0,0,0,0,0,0,0,0,0
233.594,-47.051,0,0,0,0,0,0,0,0,0
233.595,-46.19,0,0,0,0,0,0,0,0,0
233.665,-46.804,0,0,0,1,0,0,0,0,0
233.676,-47.206,0,0,0,0,0,0,0,0,0
233.687,-47.768,0,0,0,0,0,0,0,0,0
233.695,-46.954,0,0,0,0,0,0,0,0,0
233.706,-47.117,0,0,0,0,0,0,0,0,0
233.716,-47.121,0,0,0,1,0,0,0,0,0
233.722,-47.044,0,0,0,1,0,0,0,0,0
233.734,-47.144,0,0,0,1,0,0,0,0,0
233.757,-46.441,0,0,0,0,0,0,0,0,0
233.777,-46.417,0,0,0,0,0,0,0,0,0
233.78,-83.722,0,0,0,1,0,0,0,0,0
233.8,-83.625,0,0,0,0,0,0,0,0,0
233.802,-46.956,0,0,0,1,0,0,0,0,0
233.809,-46.87,0,0,0,1,0,0,0,0,0
233.827,-47.051,0,0,0,1,0,0,0,0,0
233.874,-47.283,0,0,0,1,0,0,0,0,0
233.882,-83.955,0,0,0,1,0,0,0,0,0
233.903,-46.514,0,0,0,1,0,0,0,0,0
233.903,-46.595,0,0,0,1,0,0,0,0,0
233.97,-47.512,0,0,0,1,0,0,0,0,0
234.016,-83.502,0,0,0,0,0,0,0,0,0
234.036,-47.374,0,0,0,1,0,0,0,0,0
234.045,-47.055,0,0,1,0,0,0,0,0,0
234.049,-47.116,0,0,0,0,0,0,0,0,0
234.067,-47.132,0,0,0,1,0,0,0,0,0
234.078,-46.505,0,0,0,0,0,0,0,0,0
234.129,-46.301,0,0,0,0,0,0,0,0,0
234.173,-47.413,0,0,0,0,1,0,0,0,0
234.179,-46.224,0,0,0,0,0,0,0,0,0
234.224,-47.104,0,0,0,0,1,0,0,0,0
234.234,-47.278,0,0,0,0,0,0,0,0,0
234.248,-47.52,0,0,0,1,0,0,0,0,0
234.295,-47.714,0,0,0,1,0,0,0,0,0
234.344,-46.86,0,0,1,0,0,0,0,0,0
234.353,-84.178,1,0,0,0,0,0,0,0,0
234.363,-46.88,0,0,0,0,1,0,0,0,0
234.377,-46.799,0,0,0,1,0,0,0,0,0
234.421,-47.81,0,0,0,0,0,0,0,0,0
234.436,-83.197,0,0,0,1,0,0,0,0,0
234.462,-46.67,0,0,0,0,0,0,0,0,0
234.465,-46.606,0,0,0,0,1,0,0,0,0
234.466,-47.258,0,0,0,0,1,0,0,0,0
234.476,-46.907,0,0,0,0,1,0,0,0,0
234.477,-46.831,0,0,0,0,0,0,0,0,0
234.48,-46.49,0,0,0,0,0,0,0,0,0
234.502,-47.896,0,0,0,1,0,0,0,0,0
234.512,-47.178,0,0,1,0,0,0,0,0,0
234.536,-83.693,0,0,0,1,0,0,0,0,0
234.541,-82.69,0,0,0,0,1,0,0,0,0
234.549,-46.51,0,0,0,1,0,0,0,0,0
234.572,-46.891,0,0,0,0,0,0,0,0,0
234.606,-47.592,0,0,0,0,0,1,0,0,0
234.627,-47.025,0,0,0,0,0,0,0,0,0
234.71,-46.703,0,0,0,0,0,0,0,0,0
234.746,-83.169,0,0,0,0,0,0,0,0,0
234.748,-47.821,0,0,0,0,0,0,0,0,0
234.767,-82.99,0,0,0,0,0,0,0,0,0
234.779,-46.768,0,0,0,0,1,0,0,0,0
234.889,-46.51,0,0,1,0,0,0,0,0,0
234.895,-83.59,0,0,0,1,0,0,0,0,0
234.906,-46.985,0,0,1,0,0,0,0,0,0
234.911,-46.342,0,0,0,0,0,0,0,0,0
234.951,-83.619,0,0,0,0,0,0,0,0,0
234.961,-83.809,0,0,0,1,0,0,0,0,0
234.984,-47.525,0,0,0,0,0,0,0,0,0
235.051,-83.975,0,0,0,1,0,0,0,0,0
235.056,-47.425,0,0,0,1,0,0,0,0,0
235.08,-47.198,0,0,0,0,0,0,0,0,0
235.087,-47.182,0,0,0,0,0,0,0,0,0
235.091,-83.443,0,0,0,1,0,0,0,0,0
235.095,-83.382,0,0,0,1,0,0,0,0,0
235.118,-47.059,0,0,0,0,0,0,0,0,0
235.213,-83.226,0,0,0,0,0,0,0,0,0
235.221,-84.259,0,0,0,0,0,0,0,0,0
235.272,-82.8,0,0,0,1,0,0,0,0,0
235.292,-83.305,0,0,0,0,0,0,0,0,0
235.337,-83.231,0,0,1,0,0,0,0,0,0
235.357,-83.356,0,0,0,0,0,0,0,0,0
235.437,-83.477,0,0,0,1,0,0,0,0,0
235.504,-83.365,0,0,0,0,1,0,0,0,0
235.559,-83.252,0,0,0,0,0,0,0,0,0
235.613,-83.901,0,0,0,0,1,0,0,0,0
235.667,-84.388,0,0,0,0,0,0,0,0,1
235.773,-83.539,0,0,0,1,0,0,0,0,0
235.903,-83.588,0,0,0,1,0,0,0,0,0
235.923,-84.171,0,0,0,1,0,0,0,0,0
235.97,-83.586,0,0,0,1,0,0,0,0,0
236.077,-83.767,0,0,0,1,0,0,0,0,0
236.083,-83.644,0,0,0,0,0,0,0,0,0
236.299,-83.434,0,0,0,1,0,0,0,0,0
236.323,-83.042,0,0,0,0,0,0,0,0,0
236.381,-83.033,0,0,0,0,0,0,0,0,0
236.39,-83.659,0,0,0,0,0,0,0,0,0
236.427,-83.607,0,0,0,0,0,0,0,0,0
236.63,-83.574,0,0,0,0,1,0,0,0,0
236.656,-84.373,0,0,0,0,1,0,0,0,0
236.662,-83.672,0,0,1,0,0,0,0,0,0
236.76,-83.808,0,0,1,0,0,0,0,0,0
236.887,-83.646,0,0,0,1,0,0,0,0,0
236.996,-83.229,0,0,0,1,0,0,0,0,0
237.011,-76.094,0,0,0,0,1,0,0,0,0
237.045,-83.907,0,0,0,0,0,0,0,0,0
237.052,-75.534,0,0,0,0,0,0,0,0,0
237.056,-75.494,0,0,1,0,0,0,0,0,0
237.059,-83.57,0,0,0,0,0,0,0,0,0
237.079,-83.817,0,0,0,1,0,0,0,0,0
237.086,-75.675,0,0,0,0,0,0,0,0,0
237.118,-83.398,0,0,0,1,0,0,0,0,0
237.221,-83.573,0,0,0,1,0,0,0,0,0
237.265,-75.47,0,0,0,0,1,0,0,0,0
237.329,-75.659,0,0,0,0,0,0,0,0,0
237.354,-75.763,0,0,1,0,0,0,0,0,0
237.392,-76.177,0,0,0,1,0,0,0,0,0
237.412,-82.959,0,0,0,0,0,0,0,0,0
237.43,-83.457,0,0,0,1,0,0,0,0,0
237.457,-75.674,0,0,0,1,0,0,0,0,0
237.462,-83.253,0,0,0,1,0,0,0,0,0
237.583,-76.282,0,0,0,1,0,0,0,0,0
237.591,-75.387,0,0,0,0,0,0,0,0,0
237.599,-75.836,0,0,0,0,1,0,0,0,0
237.6,-83.198,0,0,0,1,0,0,0,0,0
237.603,-76.413,0,0,0,0,0,0,0,0,0
237.617,-75.821,0,0,0,0,0,0,0,0,0
237.645,-76.296,0,0,0,0,0,0,0,0,0
237.646,-83.558,0,0,1,0,0,0,0,0,0
237.658,-84.322,0,0,0,0,0,0,0,0,0
237.706,-83.504,0,0,0,1,0,0,0,0,0
237.73,-83.646,0,0,0,0,0,0,0,0,0
237.763,-84.1,0,0,0,1,0,0,0,0,0
237.787,-75.933,0,0,0,0,0,0,0,0,0
237.835,-76.31,0,0,0,0,0,0,0,0,0
237.859,-76.015,0,0,1,0,0,0,0,0,0
237.867,-75.909,0,1,0,0,0,1,0,0,0
237.891,-83.051,0,0,0,1,0,0,0,0,0
237.977,-83.771,0,0,1,0,0,0,0,0,0
237.996,-75.378,0,0,0,0,0,0,0,0,0
238.017,-75.244,0,0,0,1,0,0,0,0,0
238.053,-83.657,0,0,0,0,1,0,0,0,0
238.071,-83.452,0,0,0,0,0,0,0,0,0
238.087,-76.246,0,0,0,0,0,0,0,0,0
238.097,-83.619,0,0,0,0,1,0,0,0,0
238.099,-76.07,0,0,0,0,0,0,0,0,1
238.108,-84.304,0,0,0,1,0,0,0,0,0
238.234,-75.747,0,0,0,0,0,0,0,0,0
238.279,-74.844,0,0,0,0,0,0,0,0,0
238.344,-75.715,0,0,0,1,0,0,0,0,0
238.352,-83.579,0,0,0,0,0,0,0,0,0
238.354,-75.992,0,0,0,1,0,0,0,0,0
238.355,-74.948,0,0,0,1,0,0,0,0,0
238.372,-75.284,0,0,0,0,0,0,0,0,0
238.455,-83.222,0,0,0,1,0,0,0,0,0
238.526,-76.147,0,0,0,1,0,0,0,0,0
